session_id,user_id,session_start_ts,traffic_source,device_type,landing_page
s_157_6_7637,157,2026-03-14 21:24:01,affiliate,desktop,search
s_38_5_3770,38,2026-03-14 21:45:50,google,tablet,home
s_59_6_3050,59,2026-03-14 21:58:13,affiliate,mobile,campaign
s_237_2_6988,237,2026-03-14 22:21:29,linkedin,desktop,search
s_195_2_5464,195,2026-03-14 22:43:15,newsletter,tablet,search
s_123_0_6660,123,2026-03-14 23:12:32,affiliate,tablet,home
s_235_8_9082,235,2026-03-14 23:12:56,instagram,mobile,product
s_150_4_5408,150,2026-03-14 23:14:48,instagram,desktop,home
s_277_5_7450,277,2026-03-14 23:48:35,instagram,tablet,search
s_80_0_1058,80,2026-03-15 00:48:39,direct,tablet,home
s_163_5_6696,163,2026-03-15 00:56:44,newsletter,desktop,campaign
s_88_2_4097,88,2026-03-15 01:11:48,google,tablet,product
s_21_2_3690,21,2026-03-15 01:49:43,affiliate,mobile,search
s_281_6_7055,281,2026-03-15 02:21:45,linkedin,tablet,campaign
s_128_7_7478,128,2026-03-15 02:25:28,instagram,tablet,campaign
s_21_0_5281,21,2026-03-15 02:42:16,newsletter,tablet,search
s_263_5_1239,263,2026-03-15 02:47:55,affiliate,mobile,campaign
s_173_2_5409,173,2026-03-15 03:10:18,direct,mobile,search
s_293_0_7488,293,2026-03-15 04:04:23,newsletter,tablet,search
s_245_10_5230,245,2026-03-15 04:06:42,google,mobile,home
s_204_7_9585,204,2026-03-15 04:09:59,newsletter,tablet,home
s_72_2_1667,72,2026-03-15 04:37:42,linkedin,tablet,home
s_20_7_2168,20,2026-03-15 04:46:55,affiliate,mobile,campaign
s_130_6_7777,130,2026-03-15 04:59:14,newsletter,desktop,search
s_276_0_8104,276,2026-03-15 05:36:07,affiliate,mobile,product
s_17_11_3904,17,2026-03-15 05:53:27,affiliate,tablet,home
s_143_6_2601,143,2026-03-15 06:13:12,newsletter,mobile,product
s_258_0_4742,258,2026-03-15 06:53:44,google,mobile,product
s_275_10_1545,275,2026-03-15 06:59:56,instagram,desktop,product
s_86_7_5967,86,2026-03-15 07:00:51,google,tablet,search
s_120_7_3002,120,2026-03-15 08:41:02,linkedin,desktop,product
s_129_4_9435,129,2026-03-15 08:52:07,instagram,mobile,home
s_147_1_4267,147,2026-03-15 08:57:20,direct,mobile,search
s_107_1_9564,107,2026-03-15 09:02:03,affiliate,tablet,home
s_85_8_4558,85,2026-03-15 09:17:27,direct,tablet,campaign
s_102_13_5732,102,2026-03-15 09:36:44,instagram,mobile,search
s_6_10_9521,6,2026-03-15 09:37:39,affiliate,tablet,home
s_243_6_3862,243,2026-03-15 09:52:15,instagram,mobile,campaign
s_16_1_8031,16,2026-03-15 10:21:37,newsletter,mobile,campaign
s_209_8_4718,209,2026-03-15 10:56:40,affiliate,desktop,search
s_2_3_2974,2,2026-03-15 11:32:34,newsletter,desktop,search
s_81_1_7870,81,2026-03-15 11:58:57,linkedin,tablet,search
s_92_3_9190,92,2026-03-15 12:14:52,newsletter,desktop,product
s_143_5_5406,143,2026-03-15 12:36:40,affiliate,tablet,campaign
s_68_8_7193,68,2026-03-15 13:54:57,affiliate,tablet,product
s_265_3_1593,265,2026-03-15 14:21:15,newsletter,tablet,home
s_89_10_1861,89,2026-03-15 14:31:21,affiliate,desktop,product
s_11_9_8248,11,2026-03-15 14:38:01,instagram,desktop,campaign
s_91_0_1656,91,2026-03-15 14:56:10,google,mobile,product
s_262_8_1280,262,2026-03-15 15:06:30,google,desktop,home
s_62_4_3364,62,2026-03-15 15:12:21,newsletter,mobile,campaign
s_252_2_8307,252,2026-03-15 15:48:21,google,desktop,search
s_119_14_5345,119,2026-03-15 15:49:22,google,tablet,search
s_113_1_8377,113,2026-03-15 16:34:03,instagram,tablet,home
s_195_4_2264,195,2026-03-15 17:39:59,linkedin,desktop,search
s_295_10_3471,295,2026-03-15 18:41:22,linkedin,desktop,product
s_270_1_8465,270,2026-03-15 19:11:49,newsletter,tablet,search
s_76_0_3595,76,2026-03-15 19:18:31,linkedin,tablet,home
s_282_3_2543,282,2026-03-15 19:23:15,direct,mobile,campaign
s_177_4_3961,177,2026-03-15 19:36:01,direct,mobile,search
s_165_3_5956,165,2026-03-15 19:36:05,instagram,mobile,home
s_18_5_8444,18,2026-03-15 19:44:58,instagram,mobile,home
s_235_3_5719,235,2026-03-15 20:03:49,newsletter,desktop,campaign
s_63_10_8961,63,2026-03-15 21:18:14,newsletter,tablet,campaign
s_203_5_3561,203,2026-03-15 21:47:02,google,desktop,product
s_34_1_2184,34,2026-03-15 22:09:20,affiliate,tablet,home
s_104_11_3821,104,2026-03-15 22:57:18,affiliate,desktop,campaign
s_109_7_5916,109,2026-03-15 23:40:45,affiliate,desktop,campaign
s_221_1_3146,221,2026-03-15 23:48:27,linkedin,tablet,home
s_166_7_6030,166,2026-03-15 23:48:28,affiliate,desktop,home
s_10_6_8748,10,2026-03-16 00:13:47,affiliate,tablet,home
s_20_4_6258,20,2026-03-16 00:16:04,newsletter,desktop,home
s_214_3_7516,214,2026-03-16 01:11:17,linkedin,desktop,campaign
s_101_9_8212,101,2026-03-16 01:12:49,linkedin,desktop,campaign
s_266_7_6146,266,2026-03-16 01:15:29,direct,desktop,search
s_120_6_8515,120,2026-03-16 01:42:59,instagram,desktop,home
s_133_7_7053,133,2026-03-16 01:52:32,direct,mobile,product
s_13_2_2956,13,2026-03-16 03:13:56,direct,tablet,home
s_269_0_5490,269,2026-03-16 04:23:58,instagram,desktop,campaign
s_226_4_6710,226,2026-03-16 04:25:43,newsletter,desktop,home
s_61_2_2860,61,2026-03-16 05:04:11,google,desktop,home
s_175_0_6564,175,2026-03-16 05:27:48,affiliate,desktop,campaign
s_188_9_8610,188,2026-03-16 06:14:41,google,mobile,search
s_276_2_4126,276,2026-03-16 06:51:47,direct,mobile,search
s_125_4_1543,125,2026-03-16 07:23:10,linkedin,mobile,campaign
s_119_9_6817,119,2026-03-16 07:26:16,newsletter,desktop,home
s_264_5_1743,264,2026-03-16 08:27:22,google,desktop,search
s_142_9_5528,142,2026-03-16 08:42:27,direct,tablet,product
s_127_11_4365,127,2026-03-16 08:53:31,direct,tablet,product
s_236_5_4476,236,2026-03-16 09:03:39,linkedin,tablet,search
s_136_5_4615,136,2026-03-16 09:20:10,instagram,tablet,product
s_169_5_1097,169,2026-03-16 09:50:37,google,mobile,campaign
s_12_2_4769,12,2026-03-16 10:24:32,direct,desktop,home
s_111_3_5807,111,2026-03-16 10:49:12,linkedin,tablet,product
s_292_5_6992,292,2026-03-16 11:22:19,google,mobile,search
s_84_8_9324,84,2026-03-16 12:00:41,direct,desktop,search
s_188_3_5925,188,2026-03-16 12:05:09,direct,mobile,campaign
s_16_7_8400,16,2026-03-16 12:13:06,google,tablet,search
s_141_9_6969,141,2026-03-16 12:18:45,instagram,mobile,product
s_78_0_7335,78,2026-03-16 12:21:12,direct,tablet,home
s_78_5_2631,78,2026-03-16 12:39:14,instagram,mobile,campaign
s_187_7_1461,187,2026-03-16 14:41:52,linkedin,tablet,campaign
s_179_3_4170,179,2026-03-16 15:10:55,linkedin,mobile,search
s_274_8_6427,274,2026-03-16 15:31:38,direct,tablet,home
s_87_8_5573,87,2026-03-16 15:43:43,newsletter,tablet,home
s_18_0_8948,18,2026-03-16 16:00:04,google,desktop,home
s_257_3_2552,257,2026-03-16 16:30:44,affiliate,desktop,campaign
s_117_3_3122,117,2026-03-16 17:25:18,instagram,mobile,home
s_122_6_2102,122,2026-03-16 17:43:59,linkedin,desktop,home
s_165_8_3030,165,2026-03-16 17:49:42,affiliate,tablet,product
s_31_8_7312,31,2026-03-16 18:24:36,affiliate,desktop,search
s_271_8_7045,271,2026-03-16 18:34:54,direct,tablet,home
s_188_1_9290,188,2026-03-16 18:53:24,direct,desktop,search
s_299_6_5712,299,2026-03-16 19:16:02,affiliate,tablet,campaign
s_227_1_9358,227,2026-03-16 20:06:17,google,tablet,campaign
s_89_4_8263,89,2026-03-16 20:16:42,affiliate,mobile,search
s_85_3_8246,85,2026-03-16 20:42:00,newsletter,desktop,search
s_122_3_7979,122,2026-03-16 20:47:42,linkedin,tablet,product
s_155_1_7583,155,2026-03-16 21:03:39,google,tablet,search
s_295_0_6667,295,2026-03-16 21:07:25,newsletter,desktop,home
s_133_10_3846,133,2026-03-16 21:12:56,google,mobile,campaign
s_257_10_7290,257,2026-03-16 21:42:31,newsletter,mobile,product
s_66_0_9963,66,2026-03-16 21:42:55,direct,tablet,campaign
s_206_0_5799,206,2026-03-16 22:32:31,instagram,desktop,search
s_286_0_4560,286,2026-03-16 23:10:50,google,desktop,search
s_194_4_7032,194,2026-03-16 23:18:19,newsletter,tablet,search
s_75_8_2482,75,2026-03-16 23:51:12,google,mobile,product
s_202_2_6914,202,2026-03-16 23:55:29,instagram,tablet,search
s_156_1_6397,156,2026-03-17 00:05:00,instagram,desktop,search
s_27_8_4467,27,2026-03-17 00:10:32,instagram,tablet,product
s_183_10_8398,183,2026-03-17 00:43:55,newsletter,tablet,product
s_285_5_2765,285,2026-03-17 02:01:16,linkedin,mobile,campaign
s_84_11_3559,84,2026-03-17 02:03:17,google,mobile,search
s_115_9_9277,115,2026-03-17 02:31:47,affiliate,tablet,product
s_54_1_8924,54,2026-03-17 02:42:37,instagram,tablet,home
s_88_4_6896,88,2026-03-17 03:02:12,affiliate,desktop,search
s_9_4_4895,9,2026-03-17 03:32:23,newsletter,desktop,campaign
s_214_2_6671,214,2026-03-17 03:33:46,instagram,tablet,search
s_25_5_7377,25,2026-03-17 03:34:49,linkedin,tablet,home
s_259_4_6861,259,2026-03-17 03:34:55,instagram,desktop,home
s_253_2_9047,253,2026-03-17 03:46:31,direct,desktop,home
s_48_4_4617,48,2026-03-17 04:12:29,newsletter,mobile,home
s_113_5_5577,113,2026-03-17 04:41:22,linkedin,mobile,search
s_58_0_9112,58,2026-03-17 04:55:41,instagram,tablet,campaign
s_135_5_6540,135,2026-03-17 05:44:00,newsletter,tablet,product
s_99_8_9330,99,2026-03-17 06:09:53,newsletter,desktop,product
s_201_9_4457,201,2026-03-17 06:24:34,instagram,desktop,campaign
s_278_1_7013,278,2026-03-17 07:05:21,linkedin,desktop,search
s_196_7_2553,196,2026-03-17 07:38:11,google,tablet,product
s_229_7_6389,229,2026-03-17 07:54:16,instagram,desktop,product
s_97_0_7145,97,2026-03-17 09:34:05,linkedin,tablet,product
s_162_8_1295,162,2026-03-17 09:49:07,linkedin,mobile,home
s_56_0_7554,56,2026-03-17 10:06:21,affiliate,mobile,home
s_175_1_6467,175,2026-03-17 10:15:02,direct,tablet,home
s_265_5_1730,265,2026-03-17 10:35:05,newsletter,desktop,search
s_240_7_5163,240,2026-03-17 11:29:45,instagram,tablet,search
s_172_0_8770,172,2026-03-17 12:30:01,direct,mobile,product
s_268_11_9467,268,2026-03-17 13:16:11,instagram,mobile,campaign
s_236_4_1422,236,2026-03-17 13:16:46,affiliate,tablet,search
s_191_7_3431,191,2026-03-17 13:34:25,linkedin,desktop,product
s_294_8_2461,294,2026-03-17 13:47:06,linkedin,tablet,home
s_239_6_2807,239,2026-03-17 13:47:49,affiliate,mobile,product
s_73_9_4125,73,2026-03-17 13:49:43,affiliate,desktop,product
s_13_0_7922,13,2026-03-17 14:03:46,affiliate,mobile,search
s_226_5_3519,226,2026-03-17 14:44:50,newsletter,desktop,search
s_267_0_6726,267,2026-03-17 14:47:21,direct,desktop,campaign
s_114_13_3508,114,2026-03-17 14:48:58,instagram,mobile,product
s_82_6_8503,82,2026-03-17 14:57:24,google,desktop,home
s_197_9_2596,197,2026-03-17 15:01:32,affiliate,desktop,search
s_295_5_2734,295,2026-03-17 15:24:12,affiliate,desktop,campaign
s_119_10_9302,119,2026-03-17 15:34:35,affiliate,tablet,product
s_101_0_4026,101,2026-03-17 15:36:04,google,tablet,campaign
s_57_6_2247,57,2026-03-17 15:49:10,newsletter,mobile,search
s_298_0_5370,298,2026-03-17 15:52:26,linkedin,mobile,campaign
s_17_15_4756,17,2026-03-17 16:32:36,affiliate,desktop,campaign
s_94_5_2508,94,2026-03-17 16:49:22,affiliate,tablet,campaign
s_300_11_5780,300,2026-03-17 17:24:48,linkedin,desktop,home
s_5_8_2246,5,2026-03-17 17:51:16,linkedin,tablet,product
s_189_7_7936,189,2026-03-17 18:15:42,google,tablet,home
s_235_11_1851,235,2026-03-17 18:29:07,direct,tablet,campaign
s_261_2_2866,261,2026-03-17 18:51:00,newsletter,desktop,search
s_49_3_2264,49,2026-03-17 19:23:57,linkedin,desktop,product
s_114_1_7915,114,2026-03-17 19:30:33,google,tablet,home
s_79_12_5718,79,2026-03-17 19:38:29,google,desktop,product
s_72_0_4044,72,2026-03-17 20:07:56,instagram,desktop,home
s_180_6_3041,180,2026-03-17 20:19:22,newsletter,tablet,home
s_42_4_4654,42,2026-03-17 20:41:36,newsletter,mobile,home
s_194_5_8301,194,2026-03-17 20:54:13,direct,mobile,campaign
s_260_1_9013,260,2026-03-17 20:58:10,newsletter,desktop,campaign
s_195_0_8216,195,2026-03-17 21:52:30,linkedin,desktop,campaign
s_248_6_6457,248,2026-03-17 22:00:23,newsletter,mobile,product
s_64_8_3920,64,2026-03-17 22:28:53,newsletter,mobile,home
s_5_0_9873,5,2026-03-17 22:36:20,direct,mobile,search
s_207_3_2741,207,2026-03-17 23:05:17,affiliate,desktop,home
s_17_7_9857,17,2026-03-17 23:08:16,affiliate,tablet,product
s_3_6_8875,3,2026-03-17 23:30:32,linkedin,mobile,product
s_31_4_3881,31,2026-03-17 23:42:19,affiliate,mobile,product
s_135_8_2258,135,2026-03-18 00:12:27,newsletter,tablet,campaign
s_89_1_5164,89,2026-03-18 00:15:14,affiliate,mobile,product
s_84_3_2697,84,2026-03-18 00:24:13,google,desktop,campaign
s_66_5_6434,66,2026-03-18 01:03:58,google,desktop,search
s_220_2_7416,220,2026-03-18 01:52:36,affiliate,mobile,search
s_224_3_4892,224,2026-03-18 02:18:40,affiliate,tablet,campaign
s_274_5_6004,274,2026-03-18 03:05:59,instagram,mobile,home
s_175_6_3192,175,2026-03-18 03:22:47,instagram,tablet,home
s_148_3_3520,148,2026-03-18 03:27:29,google,desktop,search
s_186_1_3136,186,2026-03-18 05:12:44,instagram,desktop,home
s_115_5_3058,115,2026-03-18 05:26:15,newsletter,tablet,product
s_93_10_8683,93,2026-03-18 05:28:22,google,desktop,home
s_239_8_1038,239,2026-03-18 06:31:16,affiliate,tablet,campaign
s_290_3_6002,290,2026-03-18 07:06:48,affiliate,mobile,search
s_289_12_7470,289,2026-03-18 07:06:54,instagram,tablet,product
s_268_4_1088,268,2026-03-18 08:01:49,google,mobile,product
s_250_4_6843,250,2026-03-18 08:14:41,newsletter,desktop,product
s_106_6_4529,106,2026-03-18 08:34:06,google,tablet,product
s_152_5_1472,152,2026-03-18 08:36:01,instagram,tablet,campaign
s_98_10_5156,98,2026-03-18 09:09:22,instagram,mobile,search
s_286_1_2916,286,2026-03-18 09:11:15,affiliate,tablet,product
s_211_0_3660,211,2026-03-18 09:18:42,instagram,mobile,home
s_254_7_1087,254,2026-03-18 09:38:27,linkedin,mobile,product
s_116_2_5949,116,2026-03-18 09:52:47,newsletter,mobile,search
s_216_1_2027,216,2026-03-18 10:28:27,instagram,desktop,search
s_19_1_6631,19,2026-03-18 10:47:17,instagram,mobile,search
s_183_0_6201,183,2026-03-18 11:46:45,google,tablet,home
s_200_5_3962,200,2026-03-18 11:54:01,instagram,desktop,home
s_37_3_1123,37,2026-03-18 12:06:11,instagram,tablet,search
s_97_2_9805,97,2026-03-18 13:39:37,instagram,desktop,campaign
s_21_1_1716,21,2026-03-18 13:46:11,affiliate,desktop,search
s_153_3_5810,153,2026-03-18 13:49:13,google,tablet,search
s_41_5_8765,41,2026-03-18 13:58:48,google,mobile,campaign
s_169_9_6620,169,2026-03-18 14:08:32,instagram,desktop,campaign
s_274_4_1572,274,2026-03-18 14:11:48,google,desktop,search
s_73_4_8705,73,2026-03-18 14:11:49,newsletter,tablet,campaign
s_103_8_5578,103,2026-03-18 14:28:23,instagram,mobile,product
s_143_8_2600,143,2026-03-18 14:40:26,direct,mobile,search
s_299_4_2351,299,2026-03-18 15:20:31,google,mobile,home
s_242_13_1736,242,2026-03-18 15:25:44,direct,desktop,product
s_138_5_4147,138,2026-03-18 16:24:18,direct,mobile,campaign
s_249_1_6269,249,2026-03-18 17:35:40,direct,tablet,campaign
s_285_4_3098,285,2026-03-18 18:13:52,linkedin,mobile,search
s_185_5_9356,185,2026-03-18 18:18:31,linkedin,desktop,campaign
s_81_5_6270,81,2026-03-18 18:59:12,affiliate,desktop,home
s_82_2_4849,82,2026-03-18 19:13:51,direct,mobile,search
s_260_0_6815,260,2026-03-18 19:29:03,direct,tablet,search
s_257_6_1120,257,2026-03-18 19:44:43,affiliate,desktop,campaign
s_25_4_3093,25,2026-03-18 20:10:11,direct,tablet,search
s_68_4_5613,68,2026-03-18 20:14:36,affiliate,tablet,campaign
s_135_1_7023,135,2026-03-18 20:49:30,affiliate,mobile,campaign
s_149_1_7755,149,2026-03-18 20:59:51,google,mobile,home
s_132_0_1902,132,2026-03-18 21:02:42,google,tablet,home
s_205_6_6702,205,2026-03-18 21:17:54,linkedin,mobile,search
s_245_6_1185,245,2026-03-18 22:51:02,linkedin,mobile,home
s_207_0_6380,207,2026-03-18 22:56:37,affiliate,mobile,product
s_63_4_4859,63,2026-03-18 23:26:00,instagram,mobile,search
s_183_6_1645,183,2026-03-18 23:49:41,direct,tablet,campaign
s_19_11_8930,19,2026-03-18 23:58:18,google,tablet,product
s_111_8_2399,111,2026-03-19 00:10:07,newsletter,mobile,campaign
s_10_2_9656,10,2026-03-19 00:17:00,direct,desktop,home
s_168_3_1886,168,2026-03-19 00:30:43,instagram,desktop,home
s_289_14_8818,289,2026-03-19 00:34:59,affiliate,tablet,home
s_119_12_8057,119,2026-03-19 00:36:16,linkedin,mobile,product
s_280_6_6773,280,2026-03-19 00:39:24,affiliate,desktop,product
s_227_9_9822,227,2026-03-19 01:02:34,newsletter,tablet,search
s_50_2_7413,50,2026-03-19 01:07:18,direct,tablet,home
s_161_1_4843,161,2026-03-19 02:43:35,google,desktop,product
s_286_2_1752,286,2026-03-19 05:37:26,direct,desktop,home
s_95_2_9192,95,2026-03-19 05:42:20,newsletter,tablet,search
s_181_10_7566,181,2026-03-19 05:43:19,direct,tablet,search
s_67_7_1561,67,2026-03-19 06:20:30,linkedin,desktop,product
s_239_0_3615,239,2026-03-19 07:03:52,direct,desktop,search
s_30_6_9875,30,2026-03-19 07:14:01,instagram,mobile,search
s_56_3_1972,56,2026-03-19 07:18:00,newsletter,tablet,search
s_179_5_6122,179,2026-03-19 07:42:17,instagram,tablet,home
s_108_2_9111,108,2026-03-19 08:06:16,linkedin,tablet,search
s_15_12_5959,15,2026-03-19 08:09:21,newsletter,desktop,product
s_139_9_3059,139,2026-03-19 08:19:17,google,tablet,campaign
s_18_4_2613,18,2026-03-19 09:07:48,affiliate,desktop,campaign
s_118_4_4228,118,2026-03-19 09:13:28,linkedin,mobile,product
s_124_4_8208,124,2026-03-19 09:30:26,affiliate,tablet,search
s_125_6_2284,125,2026-03-19 09:39:20,instagram,mobile,home
s_222_1_3861,222,2026-03-19 10:34:49,affiliate,mobile,home
s_266_5_6377,266,2026-03-19 10:54:55,newsletter,tablet,search
s_105_12_6835,105,2026-03-19 12:00:43,google,desktop,campaign
s_46_0_8109,46,2026-03-19 12:08:21,affiliate,desktop,home
s_167_6_7719,167,2026-03-19 13:46:50,affiliate,tablet,search
s_147_9_4883,147,2026-03-19 14:55:48,affiliate,desktop,search
s_26_5_1345,26,2026-03-19 16:30:46,linkedin,mobile,search
s_268_1_2358,268,2026-03-19 17:47:19,affiliate,mobile,home
s_260_8_8232,260,2026-03-19 17:59:58,google,tablet,campaign
s_91_8_3116,91,2026-03-19 18:02:07,google,mobile,product
s_170_5_5275,170,2026-03-19 18:19:44,direct,mobile,search
s_45_2_6409,45,2026-03-19 18:26:21,linkedin,desktop,product
s_289_9_5853,289,2026-03-19 18:53:37,affiliate,mobile,search
s_235_12_6554,235,2026-03-19 18:57:03,google,desktop,campaign
s_127_8_9067,127,2026-03-19 19:10:15,instagram,tablet,search
s_262_7_5451,262,2026-03-19 19:21:02,instagram,mobile,product
s_34_8_3424,34,2026-03-19 19:58:47,google,mobile,search
s_5_7_5245,5,2026-03-19 20:00:32,linkedin,tablet,campaign
s_205_3_5738,205,2026-03-19 20:04:43,affiliate,tablet,search
s_183_3_1234,183,2026-03-19 20:17:41,newsletter,mobile,home
s_25_3_6849,25,2026-03-19 20:27:51,direct,desktop,product
s_63_13_4532,63,2026-03-19 21:15:48,instagram,mobile,product
s_274_3_1194,274,2026-03-19 22:06:18,google,desktop,campaign
s_134_5_5479,134,2026-03-19 22:13:37,direct,tablet,search
s_196_5_8990,196,2026-03-19 23:08:22,newsletter,mobile,product
s_44_4_6046,44,2026-03-19 23:24:35,direct,tablet,campaign
s_90_2_5512,90,2026-03-19 23:41:19,google,mobile,search
s_39_4_5127,39,2026-03-20 00:15:10,affiliate,mobile,campaign
s_25_0_8387,25,2026-03-20 00:25:55,instagram,mobile,home
s_184_6_8140,184,2026-03-20 00:38:52,linkedin,desktop,home
s_216_4_7186,216,2026-03-20 00:44:44,instagram,tablet,product
s_85_1_7914,85,2026-03-20 00:45:22,newsletter,desktop,product
s_120_8_5251,120,2026-03-20 00:49:00,affiliate,tablet,product
s_196_0_7931,196,2026-03-20 00:54:25,linkedin,mobile,campaign
s_137_7_1662,137,2026-03-20 01:31:22,newsletter,mobile,home
s_52_1_5967,52,2026-03-20 02:24:57,instagram,mobile,campaign
s_234_2_3311,234,2026-03-20 03:15:12,newsletter,desktop,search
s_262_12_4136,262,2026-03-20 03:50:42,affiliate,desktop,search
s_133_0_1028,133,2026-03-20 04:23:03,affiliate,mobile,product
s_29_6_4820,29,2026-03-20 05:32:48,direct,desktop,product
s_198_0_8527,198,2026-03-20 05:34:05,linkedin,mobile,search
s_165_5_8304,165,2026-03-20 05:42:15,google,tablet,search
s_75_7_9964,75,2026-03-20 05:52:26,direct,mobile,product
s_127_4_3747,127,2026-03-20 05:57:24,affiliate,tablet,product
s_68_5_5152,68,2026-03-20 06:03:12,instagram,tablet,search
s_130_5_1810,130,2026-03-20 06:18:26,instagram,mobile,product
s_58_6_2949,58,2026-03-20 06:46:32,direct,desktop,home
s_67_3_7325,67,2026-03-20 06:54:41,newsletter,tablet,search
s_21_3_7491,21,2026-03-20 07:14:24,newsletter,desktop,product
s_100_16_2042,100,2026-03-20 07:32:42,newsletter,tablet,search
s_155_3_4410,155,2026-03-20 07:45:24,google,tablet,product
s_160_0_4346,160,2026-03-20 07:49:58,direct,mobile,home
s_7_6_5110,7,2026-03-20 08:02:15,instagram,tablet,home
s_21_9_6074,21,2026-03-20 08:18:36,newsletter,desktop,campaign
s_16_10_1993,16,2026-03-20 09:00:30,newsletter,desktop,product
s_199_2_1273,199,2026-03-20 09:35:56,linkedin,mobile,campaign
s_149_3_9971,149,2026-03-20 09:42:34,direct,tablet,home
s_162_14_6643,162,2026-03-20 10:04:28,direct,tablet,search
s_101_8_8416,101,2026-03-20 10:48:00,google,mobile,home
s_86_9_1188,86,2026-03-20 11:11:52,affiliate,desktop,home
s_72_8_7645,72,2026-03-20 11:36:43,newsletter,desktop,campaign
s_280_5_2343,280,2026-03-20 12:21:24,affiliate,desktop,search
s_29_8_6138,29,2026-03-20 12:29:44,direct,mobile,campaign
s_128_8_1297,128,2026-03-20 12:35:15,newsletter,desktop,home
s_275_1_8475,275,2026-03-20 12:36:09,google,tablet,product
s_71_2_7488,71,2026-03-20 12:53:18,instagram,tablet,home
s_17_10_2595,17,2026-03-20 12:54:10,newsletter,tablet,home
s_176_8_5815,176,2026-03-20 13:03:00,instagram,desktop,home
s_243_2_9706,243,2026-03-20 13:22:44,google,tablet,home
s_208_7_1304,208,2026-03-20 13:46:47,google,desktop,search
s_151_5_7530,151,2026-03-20 14:13:05,direct,mobile,home
s_20_6_9136,20,2026-03-20 14:17:02,linkedin,mobile,home
s_2_8_5730,2,2026-03-20 14:22:54,instagram,desktop,search
s_193_5_7532,193,2026-03-20 15:18:21,instagram,desktop,search
s_242_16_3764,242,2026-03-20 16:16:11,affiliate,desktop,home
s_138_3_7850,138,2026-03-20 16:17:33,direct,mobile,search
s_202_5_3068,202,2026-03-20 17:23:42,linkedin,tablet,campaign
s_147_14_4400,147,2026-03-20 18:14:48,linkedin,desktop,home
s_176_10_8998,176,2026-03-20 18:16:03,linkedin,mobile,product
s_106_1_7795,106,2026-03-20 18:48:12,linkedin,desktop,product
s_44_6_9102,44,2026-03-20 18:55:23,newsletter,mobile,home
s_142_3_2942,142,2026-03-20 20:02:12,instagram,desktop,campaign
s_61_5_3469,61,2026-03-20 21:04:01,affiliate,mobile,search
s_1_6_1258,1,2026-03-20 23:10:43,google,desktop,campaign
s_236_2_8710,236,2026-03-20 23:20:06,newsletter,tablet,home
s_288_5_8242,288,2026-03-20 23:21:58,newsletter,desktop,home
s_152_2_7640,152,2026-03-20 23:23:36,linkedin,mobile,product
s_266_3_6397,266,2026-03-20 23:35:50,linkedin,mobile,home
s_257_15_5562,257,2026-03-21 01:01:50,instagram,tablet,search
s_164_3_1155,164,2026-03-21 01:22:18,google,desktop,home
s_51_0_1807,51,2026-03-21 02:34:12,direct,tablet,product
s_1_9_4420,1,2026-03-21 02:39:35,google,tablet,campaign
s_128_6_8928,128,2026-03-21 03:08:08,google,desktop,home
s_30_9_1295,30,2026-03-21 03:46:56,affiliate,desktop,search
s_171_1_4497,171,2026-03-21 04:08:05,newsletter,desktop,product
s_161_7_9994,161,2026-03-21 04:21:23,affiliate,mobile,campaign
s_144_5_6616,144,2026-03-21 05:25:24,newsletter,tablet,search
s_176_3_6800,176,2026-03-21 05:38:52,affiliate,tablet,search
s_216_7_7380,216,2026-03-21 07:36:01,newsletter,mobile,campaign
s_165_0_3168,165,2026-03-21 08:15:06,direct,mobile,search
s_130_9_9261,130,2026-03-21 08:16:07,linkedin,mobile,search
s_55_2_2830,55,2026-03-21 09:23:18,google,mobile,campaign
s_188_5_5370,188,2026-03-21 09:33:02,linkedin,tablet,product
s_113_2_8447,113,2026-03-21 09:39:46,affiliate,tablet,search
s_71_0_2788,71,2026-03-21 10:07:30,linkedin,desktop,home
s_238_0_3690,238,2026-03-21 10:19:01,instagram,mobile,home
s_121_4_6097,121,2026-03-21 10:28:57,direct,mobile,search
s_16_6_7436,16,2026-03-21 10:45:10,linkedin,desktop,campaign
s_108_10_5054,108,2026-03-21 11:20:49,google,mobile,search
s_45_6_6220,45,2026-03-21 11:41:09,linkedin,tablet,product
s_111_11_3940,111,2026-03-21 11:49:29,instagram,mobile,product
s_204_2_5876,204,2026-03-21 12:46:14,affiliate,tablet,campaign
s_180_4_5635,180,2026-03-21 12:52:48,instagram,mobile,search
s_112_7_2633,112,2026-03-21 13:00:43,linkedin,tablet,campaign
s_276_10_1952,276,2026-03-21 13:09:11,affiliate,tablet,search
s_55_0_3053,55,2026-03-21 13:12:28,linkedin,mobile,search
s_271_3_1944,271,2026-03-21 13:13:42,newsletter,tablet,home
s_187_10_5594,187,2026-03-21 13:43:11,linkedin,desktop,campaign
s_155_12_9271,155,2026-03-21 14:14:07,google,desktop,product
s_49_6_5824,49,2026-03-21 14:22:06,newsletter,desktop,product
s_241_5_7691,241,2026-03-21 14:41:47,affiliate,tablet,product
s_291_1_4516,291,2026-03-21 15:06:32,newsletter,mobile,product
s_192_12_7942,192,2026-03-21 15:09:34,linkedin,tablet,search
s_72_7_2056,72,2026-03-21 15:15:44,direct,desktop,campaign
